City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,STATION,NAME,Precipitation,AvgTemp,MaxTemp,MinTemp
Bangalore,2019-05-29,97,53.35,104.76,80.51,110.58,1.02,92.15,IN009010100,"BANGALORE, IN",0.01,82,92.0,73.0
Bangalore,2019-05-30,75,41.25,81.0,62.25,85.5,0.79,71.25,IN009010100,"BANGALORE, IN",0.0,82,93.0,
Bangalore,2019-05-31,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,80,92.0,
Bangalore,2019-06-01,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",,81,92.0,70.0
Bangalore,2019-06-02,79,43.45,85.32,65.57,90.06,0.83,75.05,IN009010100,"BANGALORE, IN",,79,92.0,
Bangalore,2019-06-03,69,37.95,74.52,57.27,78.66,0.72,65.55,IN009010100,"BANGALORE, IN",,78,90.0,70.0
Bangalore,2019-06-04,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",,80,,72.0
Bangalore,2019-06-05,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",,78,89.0,
Bangalore,2019-06-06,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.8,78,90.0,69.0
Bangalore,2019-06-07,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",0.79,78,90.0,69.0
Bangalore,2019-06-08,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.0,79,89.0,72.0
Bangalore,2019-06-09,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",,80,,72.0
Bangalore,2019-06-10,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",,77,92.0,72.0
Bangalore,2019-06-11,41,22.55,44.28,34.03,46.74,0.43,38.95,IN009010100,"BANGALORE, IN",,77,86.0,70.0
Bangalore,2019-06-12,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",,76,86.0,71.0
Bangalore,2019-06-13,39,21.45,42.12,32.37,44.46,0.41,37.05,IN009010100,"BANGALORE, IN",0.0,77,85.0,72.0
Bangalore,2019-06-14,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",,78,,72.0
Bangalore,2019-06-15,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",,80,88.0,70.0
Bangalore,2019-06-16,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",,80,89.0,71.0
Bangalore,2019-06-17,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",,80,90.0,71.0
Bangalore,2019-06-18,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",,79,90.0,
Bangalore,2019-06-19,76,41.8,82.08,63.08,86.64,0.8,72.2,IN009010100,"BANGALORE, IN",0.0,80,88.0,71.0
Bangalore,2019-06-20,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",0.05,78,90.0,72.0
Bangalore,2019-06-21,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.0,76,87.0,69.0
Bangalore,2019-06-22,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.0,77,85.0,71.0
Bangalore,2019-06-23,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",,75,85.0,
Bangalore,2019-06-24,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",,76,85.0,70.0
Bangalore,2019-06-25,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",,77,85.0,71.0
Bangalore,2019-06-26,67,36.85,72.36,55.61,76.38,0.7,63.65,IN009010100,"BANGALORE, IN",,76,86.0,71.0
Bangalore,2019-06-27,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",,77,,71.0
Bangalore,2019-06-28,69,37.95,74.52,57.27,78.66,0.72,65.55,IN009010100,"BANGALORE, IN",,77,88.0,70.0
Bangalore,2019-06-29,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",,77,88.0,70.0
Bangalore,2019-06-30,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",,76,87.0,71.0
Bangalore,2019-07-01,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",0.0,78,86.0,70.0
Bangalore,2019-07-02,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",,78,87.0,71.0
Bangalore,2019-07-03,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,78,87.0,71.0
Bangalore,2019-07-04,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",,76,87.0,71.0
Bangalore,2019-07-05,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",,75,87.0,
Bangalore,2019-07-06,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",,75,84.0,69.0
Bangalore,2019-07-07,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",,76,83.0,69.0
Bangalore,2019-07-08,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,76,85.0,69.0
Bangalore,2019-07-09,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.0,75,85.0,68.0
Bangalore,2019-07-10,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.0,74,85.0,
Bangalore,2019-07-11,70,38.5,75.6,58.1,79.8,0.74,66.5,IN009010100,"BANGALORE, IN",0.0,76,85.0,68.0
Bangalore,2019-07-12,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",,78,,69.0
Bangalore,2019-07-13,56,30.8,60.48,46.48,63.84,0.59,53.2,IN009010100,"BANGALORE, IN",,77,88.0,70.0
Bangalore,2019-07-14,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.04,76,86.0,70.0
Bangalore,2019-07-15,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.01,76,87.0,71.0
Bangalore,2019-07-16,51,28.05,55.08,42.33,58.14,0.54,48.45,IN009010100,"BANGALORE, IN",0.12,77,87.0,70.0
Bangalore,2019-07-17,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.12,77,87.0,70.0
Bangalore,2019-07-18,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",1.59,76,85.0,71.0
Bangalore,2019-07-19,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.04,74,83.0,71.0
Bangalore,2019-07-20,37,20.35,39.96,30.71,42.18,0.39,35.15,IN009010100,"BANGALORE, IN",0.05,74,83.0,69.0
Bangalore,2019-07-21,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.0,73,82.0,69.0
Bangalore,2019-07-22,45,24.75,48.6,37.35,51.3,0.47,42.75,IN009010100,"BANGALORE, IN",0.13,72,82.0,
Bangalore,2019-07-23,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.55,72,79.0,67.0
Bangalore,2019-07-24,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.01,76,,68.0
Bangalore,2019-07-25,56,30.8,60.48,46.48,63.84,0.59,53.2,IN009010100,"BANGALORE, IN",0.04,75,85.0,70.0
Bangalore,2019-07-26,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.44,73,83.0,69.0
Bangalore,2019-07-27,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",0.0,75,,69.0
Bangalore,2019-07-28,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.0,74,84.0,69.0
Bangalore,2019-07-29,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.0,74,83.0,69.0
Bangalore,2019-07-30,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.0,73,82.0,68.0
Bangalore,2019-07-31,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",,76,,68.0
Bangalore,2019-08-01,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",,76,86.0,69.0
Bangalore,2019-08-02,51,28.05,55.08,42.33,58.14,0.54,48.45,IN009010100,"BANGALORE, IN",,74,87.0,69.0
Bangalore,2019-08-03,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",,75,,
Bangalore,2019-08-04,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",,75,84.0,70.0
Bangalore,2019-08-05,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",0.08,72,82.0,69.0
Bangalore,2019-08-06,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.11,71,78.0,68.0
Bangalore,2019-08-07,45,24.75,48.6,37.35,51.3,0.47,42.75,IN009010100,"BANGALORE, IN",0.08,72,78.0,
Bangalore,2019-08-08,36,19.8,38.88,29.88,41.04,0.38,34.2,IN009010100,"BANGALORE, IN",0.12,72,77.0,69.0
Bangalore,2019-08-09,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",0.83,71,,
Bangalore,2019-08-10,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.03,73,,68.0
Bangalore,2019-08-11,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",0.0,73,,68.0
Bangalore,2019-08-12,41,22.55,44.28,34.03,46.74,0.43,38.95,IN009010100,"BANGALORE, IN",0.24,74,81.0,68.0
Bangalore,2019-08-13,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",0.75,74,82.0,69.0
Bangalore,2019-08-14,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",0.01,73,81.0,69.0
Bangalore,2019-08-15,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",0.36,74,83.0,69.0
Bangalore,2019-08-16,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",0.0,74,,
Bangalore,2019-08-17,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.12,72,83.0,68.0
Bangalore,2019-08-18,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.95,71,77.0,69.0
Bangalore,2019-08-19,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.46,74,,
Bangalore,2019-08-20,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",0.69,73,84.0,68.0
Bangalore,2019-08-21,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",0.65,74,,69.0
Bangalore,2019-08-22,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,73,81.0,
Bangalore,2019-08-23,51,28.05,55.08,42.33,58.14,0.54,48.45,IN009010100,"BANGALORE, IN",0.21,73,81.0,
Bangalore,2019-08-24,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",0.06,73,82.0,68.0
Bangalore,2019-08-25,69,37.95,74.52,57.27,78.66,0.72,65.55,IN009010100,"BANGALORE, IN",0.0,73,,68.0
Bangalore,2019-08-26,40,22.0,43.2,33.2,45.6,0.42,38.0,IN009010100,"BANGALORE, IN",0.0,73,83.0,68.0
Bangalore,2019-08-27,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.01,75,,69.0
Bangalore,2019-08-28,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.0,75,84.0,68.0
Bangalore,2019-08-29,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",0.0,75,85.0,69.0
Bangalore,2019-08-30,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",0.0,76,84.0,69.0
Bangalore,2019-08-31,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",,73,84.0,69.0
Bangalore,2019-09-01,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,73,80.0,
Bangalore,2019-09-02,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.02,72,80.0,69.0
Bangalore,2019-09-03,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.51,72,80.0,68.0
Bangalore,2019-09-04,40,22.0,43.2,33.2,45.6,0.42,38.0,IN009010100,"BANGALORE, IN",0.18,72,80.0,69.0
Bangalore,2019-09-05,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",0.0,73,,69.0
Bangalore,2019-09-06,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.02,73,81.0,69.0
Bangalore,2019-09-07,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.09,74,81.0,69.0
Bangalore,2019-09-08,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.01,74,82.0,69.0
Bangalore,2019-09-09,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",0.01,75,81.0,70.0
Bangalore,2019-09-10,59,32.45,63.72,48.97,67.26,0.62,56.05,IN009010100,"BANGALORE, IN",0.0,76,82.0,69.0
Bangalore,2019-09-11,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",,75,82.0,70.0
Bangalore,2019-09-12,59,32.45,63.72,48.97,67.26,0.62,56.05,IN009010100,"BANGALORE, IN",0.0,75,,70.0
Bangalore,2019-09-13,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.02,76,86.0,70.0
Bangalore,2019-09-14,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.0,77,86.0,70.0
Bangalore,2019-09-15,56,30.8,60.48,46.48,63.84,0.59,53.2,IN009010100,"BANGALORE, IN",0.0,77,87.0,70.0
Bangalore,2019-09-16,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.01,74,85.0,
Bangalore,2019-09-17,91,50.05,98.28,75.53,103.74,0.96,86.45,IN009010100,"BANGALORE, IN",1.21,74,84.0,68.0
Bangalore,2019-09-18,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.02,75,,71.0
Bangalore,2019-09-19,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.01,76,,70.0
Bangalore,2019-09-20,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.07,76,84.0,69.0
Bangalore,2019-09-21,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",0.0,77,,70.0
Bangalore,2019-09-22,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.31,74,87.0,70.0
Bangalore,2019-09-23,67,36.85,72.36,55.61,76.38,0.7,63.65,IN009010100,"BANGALORE, IN",0.51,75,,69.0
Bangalore,2019-09-24,97,53.35,104.76,80.51,110.58,1.02,92.15,IN009010100,"BANGALORE, IN",1.17,74,84.0,67.0
Bangalore,2019-09-25,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.93,74,84.0,
Bangalore,2019-09-26,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",0.07,75,,68.0
Bangalore,2019-09-27,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",0.0,75,,70.0
Bangalore,2019-09-28,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",0.24,76,84.0,70.0
Bangalore,2019-09-29,91,50.05,98.28,75.53,103.74,0.96,86.45,IN009010100,"BANGALORE, IN",0.0,76,86.0,70.0
Bangalore,2019-09-30,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",,77,86.0,71.0
Bangalore,2019-10-01,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",,74,87.0,
Bangalore,2019-10-02,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.87,75,84.0,65.0
Bangalore,2019-10-03,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",0.31,74,87.0,67.0
Bangalore,2019-10-04,73,40.15,78.84,60.59,83.22,0.77,69.35,IN009010100,"BANGALORE, IN",0.09,73,83.0,67.0
Bangalore,2019-10-05,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",0.34,74,85.0,68.0
Bangalore,2019-10-06,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",0.02,76,84.0,69.0
Bangalore,2019-10-07,71,39.05,76.68,58.93,80.94,0.75,67.45,IN009010100,"BANGALORE, IN",0.0,75,85.0,70.0
Bangalore,2019-10-08,76,41.8,82.08,63.08,86.64,0.8,72.2,IN009010100,"BANGALORE, IN",0.0,74,85.0,
Bangalore,2019-10-09,76,41.8,82.08,63.08,86.64,0.8,72.2,IN009010100,"BANGALORE, IN",0.22,76,86.0,67.0
Bangalore,2019-10-10,106,58.3,114.48,87.98,120.84,1.11,100.7,IN009010100,"BANGALORE, IN",0.0,76,86.0,69.0
Bangalore,2019-10-11,77,42.35,83.16,63.91,87.78,0.81,73.15,IN009010100,"BANGALORE, IN",0.0,76,86.0,71.0
Bangalore,2019-10-12,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",0.02,77,85.0,71.0
Bangalore,2019-10-13,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.0,77,86.0,71.0
Bangalore,2019-10-14,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",0.0,80,,71.0
Bangalore,2019-10-15,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.0,76,87.0,71.0
Bangalore,2019-10-16,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",0.0,76,86.0,
Bangalore,2019-10-17,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.0,72,83.0,69.0
Bangalore,2019-10-18,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.15,73,,68.0
Bangalore,2019-10-19,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.35,74,82.0,68.0
Bangalore,2019-10-20,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.0,74,82.0,70.0
Bangalore,2019-10-21,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",0.31,72,83.0,69.0
Bangalore,2019-10-22,56,30.8,60.48,46.48,63.84,0.59,53.2,IN009010100,"BANGALORE, IN",1.53,71,81.0,69.0
Bangalore,2019-10-23,49,26.95,52.92,40.67,55.86,0.51,46.55,IN009010100,"BANGALORE, IN",0.52,73,,68.0
Bangalore,2019-10-24,41,22.55,44.28,34.03,46.74,0.43,38.95,IN009010100,"BANGALORE, IN",0.0,72,82.0,68.0
Bangalore,2019-10-25,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.0,71,80.0,
Bangalore,2019-10-26,45,24.75,48.6,37.35,51.3,0.47,42.75,IN009010100,"BANGALORE, IN",0.24,72,,66.0
Bangalore,2019-10-27,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",0.12,72,82.0,67.0
Bangalore,2019-10-28,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",1.46,74,81.0,67.0
Bangalore,2019-10-29,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",0.0,72,82.0,68.0
Bangalore,2019-10-30,66,36.3,71.28,54.78,75.24,0.69,62.7,IN009010100,"BANGALORE, IN",0.18,71,78.0,67.0
Bangalore,2019-10-31,56,30.8,60.48,46.48,63.84,0.59,53.2,IN009010100,"BANGALORE, IN",0.27,72,78.0,67.0
Bangalore,2019-11-01,77,42.35,83.16,63.91,87.78,0.81,73.15,IN009010100,"BANGALORE, IN",0.01,75,,64.0
Bangalore,2019-11-02,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.0,76,85.0,70.0
Bangalore,2019-11-03,82,45.1,88.56,68.06,93.48,0.86,77.9,IN009010100,"BANGALORE, IN",,76,85.0,
Bangalore,2019-11-04,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,75,86.0,67.0
Bangalore,2019-11-05,138,75.9,149.04,114.54,157.32,1.45,131.1,IN009010100,"BANGALORE, IN",,75,87.0,65.0
Bangalore,2019-11-06,161,88.55,173.88,133.63,183.54,1.69,152.95,IN009010100,"BANGALORE, IN",,75,87.0,67.0
Bangalore,2019-11-07,156,85.8,168.48,129.48,177.84,1.64,148.2,IN009010100,"BANGALORE, IN",,76,88.0,
Bangalore,2019-11-08,144,79.2,155.52,119.52,164.16,1.51,136.8,IN009010100,"BANGALORE, IN",0.12,76,,
Bangalore,2019-11-09,99,54.45,106.92,82.17,112.86,1.04,94.05,IN009010100,"BANGALORE, IN",0.0,76,85.0,
Bangalore,2019-11-10,90,49.5,97.2,74.7,102.6,0.95,85.5,IN009010100,"BANGALORE, IN",1.95,76,86.0,69.0
Bangalore,2019-11-11,134,73.7,144.72,111.22,152.76,1.41,127.3,IN009010100,"BANGALORE, IN",0.0,75,86.0,
Bangalore,2019-11-12,72,39.6,77.76,59.76,82.08,0.76,68.4,IN009010100,"BANGALORE, IN",,74,83.0,66.0
Bangalore,2019-11-13,77,42.35,83.16,63.91,87.78,0.81,73.15,IN009010100,"BANGALORE, IN",,73,82.0,65.0
Bangalore,2019-11-14,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",,72,84.0,66.0
Bangalore,2019-11-15,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",0.11,73,80.0,
Bangalore,2019-11-16,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.02,74,,69.0
Bangalore,2019-11-17,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",0.0,75,85.0,67.0
Bangalore,2019-11-18,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",,75,85.0,68.0
Bangalore,2019-11-19,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.0,74,85.0,68.0
Bangalore,2019-11-20,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",,72,86.0,
Bangalore,2019-11-21,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",,72,82.0,69.0
Bangalore,2019-11-22,85,46.75,91.8,70.55,96.9,0.89,80.75,IN009010100,"BANGALORE, IN",0.0,72,,
Bangalore,2019-11-23,73,40.15,78.84,60.59,83.22,0.77,69.35,IN009010100,"BANGALORE, IN",,74,,63.0
Bangalore,2019-11-24,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",,72,85.0,65.0
Bangalore,2019-11-25,69,37.95,74.52,57.27,78.66,0.72,65.55,IN009010100,"BANGALORE, IN",,72,83.0,65.0
Bangalore,2019-11-26,71,39.05,76.68,58.93,80.94,0.75,67.45,IN009010100,"BANGALORE, IN",,73,,62.0
Bangalore,2019-11-27,67,36.85,72.36,55.61,76.38,0.7,63.65,IN009010100,"BANGALORE, IN",0.01,71,83.0,68.0
Bangalore,2019-11-28,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",0.0,73,,67.0
Bangalore,2019-11-29,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.0,72,83.0,67.0
Bangalore,2019-11-30,60,33.0,64.8,49.8,68.4,0.63,57.0,IN009010100,"BANGALORE, IN",0.06,71,81.0,66.0
Bangalore,2019-12-01,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.07,70,76.0,
Bangalore,2019-12-02,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.27,70,,
Bangalore,2019-12-03,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",0.02,70,76.0,67.0
Bangalore,2019-12-04,75,41.25,81.0,62.25,85.5,0.79,71.25,IN009010100,"BANGALORE, IN",0.0,70,,
Bangalore,2019-12-05,86,47.3,92.88,71.38,98.04,0.9,81.7,IN009010100,"BANGALORE, IN",,69,79.0,64.0
Bangalore,2019-12-06,107,58.85,115.56,88.81,121.98,1.12,101.65,IN009010100,"BANGALORE, IN",,69,78.0,
Bangalore,2019-12-07,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,69,76.0,60.0
Bangalore,2019-12-08,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",,68,77.0,64.0
Bangalore,2019-12-09,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.0,71,,63.0
Bangalore,2019-12-10,59,32.45,63.72,48.97,67.26,0.62,56.05,IN009010100,"BANGALORE, IN",,71,80.0,64.0
Bangalore,2019-12-11,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",,72,79.0,62.0
Bangalore,2019-12-12,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",,71,82.0,62.0
Bangalore,2019-12-13,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",,72,83.0,63.0
Bangalore,2019-12-14,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",0.0,70,84.0,
Bangalore,2019-12-15,59,32.45,63.72,48.97,67.26,0.62,56.05,IN009010100,"BANGALORE, IN",0.11,71,,64.0
Bangalore,2019-12-16,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",0.0,72,80.0,63.0
Bangalore,2019-12-17,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",0.0,70,82.0,65.0
Bangalore,2019-12-18,79,43.45,85.32,65.57,90.06,0.83,75.05,IN009010100,"BANGALORE, IN",,71,79.0,63.0
Bangalore,2019-12-19,70,38.5,75.6,58.1,79.8,0.74,66.5,IN009010100,"BANGALORE, IN",,69,80.0,
